review,rating,date,bank,source,sentiment_label,sentiment_score,theme_categories,review_id
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play,NEGATIVE,0.999669909477234,Other,425
yideg,1,2025-04-17,Bank of Abyssinia,Google Play,NEGATIVE,0.767581045627594,Other,426
አይከፍትም እኮ,1,2025-04-17,Bank of Abyssinia,Google Play,NEGATIVE,0.7850591540336609,Other,427
great boa,5,2025-04-10,Bank of Abyssinia,Google Play,POSITIVE,0.9992689490318298,Other,428
Best,5,2025-04-10,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,Other,429
boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play,NEGATIVE,0.980626106262207,Other,430
nice,5,2025-04-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,Other,431
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play,POSITIVE,0.9722142815589904,Other,432
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9996716976165771,Other,433
it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play,NEGATIVE,0.999774158000946,Other,434
like,5,2025-04-06,Bank of Abyssinia,Google Play,POSITIVE,0.9910564422607422,Other,435
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9998013377189636,Features,436
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play,POSITIVE,0.9575353264808656,Account Access Issues;Transaction Performance;Features,437
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,NEGATIVE,0.5856848359107971,Account Access Issues,438
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9693678617477416,Features,439
very good,5,2025-04-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716676,Other,440
thank you,5,2025-04-02,Bank of Abyssinia,Google Play,POSITIVE,0.9998352527618408,Other,441
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9990907907485962,Other,442
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9973751306533812,Other,443
good application,5,2025-03-30,Bank of Abyssinia,Google Play,POSITIVE,0.999854564666748,Other,444
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9995684027671814,Other,445
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9996182918548584,Other,446
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play,NEGATIVE,0.99955552816391,Other,447
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997418522834778,Other,448
best app,5,2025-03-25,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,Other,449
very good,5,2025-03-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716676,Other,450
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9998050332069396,Other,451
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play,POSITIVE,0.9992689490318298,Other,452
best,5,2025-03-21,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,Other,453
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9988333582878112,Other,454
good,5,2025-03-21,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,455
good,5,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,456
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9994422793388368,Other,457
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.999398112297058,Other,458
wonderful,5,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,0.9998772144317628,Other,459
all worck,5,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9971314668655396,Other,460
Best app,5,2025-03-16,Bank of Abyssinia,Google Play,POSITIVE,0.999686598777771,Other,461
Loved it,5,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998797178268432,Other,462
Wow,1,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,Other,463
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9985970854759216,Security;Features,464
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play,POSITIVE,0.9998570680618286,Other,465
BoA,5,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.74105304479599,Other,466
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.99748432636261,Transaction Performance,467
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.8457717895507812,Other,468
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9994600415229796,Other,469
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play,NEGATIVE,0.974167823791504,Other,470
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998214840888976,Other,471
Wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play,POSITIVE,0.9998815059661864,Other,472
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9993101358413696,Other,473
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997013211250304,Account Access Issues,474
Wow,4,2025-03-05,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,Other,475
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9998133778572084,Other,476
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9959415793418884,Other,477
Good app,5,2025-03-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998493194580078,Other,478
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9916398525238036,Other,479
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9956711530685424,Features,480
Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9998043179512024,Other,481
It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9997020363807678,Other,482
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play,POSITIVE,0.9997394680976868,Other,483
Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9972773194313048,Other,484
Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998399019241332,Other,485
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play,POSITIVE,0.999572217464447,Other,486
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play,POSITIVE,0.999751627445221,Other,487
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,NEGATIVE,0.999267876148224,Transaction Performance,488
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,POSITIVE,0.9977995753288268,Customer Support,489
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997331500053406,Features,490
Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,POSITIVE,0.9997438788414,Other,491
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia,Google Play,POSITIVE,0.9997236132621764,Other,492
good,5,2025-02-05,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,493
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,494
I have been using this app for two years.It is amazing.,5,2025-01-31,Bank of Abyssinia,Google Play,POSITIVE,0.9998595714569092,Other,495
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764,Other,496
Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,NEGATIVE,0.999068796634674,Other,497
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9994439482688904,Features,498
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,NEGATIVE,0.6387050747871399,Other,499
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9946038126945496,Other,500
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9976611137390136,Other,501
Beter,5,2025-01-21,Bank of Abyssinia,Google Play,POSITIVE,0.6771947741508484,Other,502
Boa,4,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,0.74105304479599,Other,503
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9979276657104492,Other,504
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,POSITIVE,0.612751841545105,Other,505
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,506
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9997913241386414,Customer Support,507
I love it,5,2025-01-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998799562454224,Other,508
Best,5,2025-01-14,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,Other,509
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9985793828964232,Other,510
Good🙏,5,2025-01-11,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,511
Like to much,5,2025-01-11,Bank of Abyssinia,Google Play,POSITIVE,0.9997984766960144,Other,512
Thank you,5,2025-01-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998352527618408,Other,513
Perfect,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998517036437988,Other,514
The best of best,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998393058776855,Other,515
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9016597867012024,User Interface & Experience,516
Boa,5,2025-01-06,Bank of Abyssinia,Google Play,NEGATIVE,0.74105304479599,Other,517
Great 👍,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997692704200744,Other,518
Fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997920393943788,User Interface & Experience,519
Good 👍,5,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764,Other,520
Good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998565912246704,Customer Support,521
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9978498220443726,Customer Support,522
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9992759823799132,Other,523
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9997771382331848,Other,524
this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9997593760490416,Other,525
Best,5,2025-01-01,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,Other,526
Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998555183410645,Other,527
love it,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.99987530708313,Other,528
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9733067750930786,Other,529
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play,NEGATIVE,0.990697145462036,Other,530
Good,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,531
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play,NEGATIVE,0.999807059764862,Other,532
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,NEGATIVE,0.7652372717857361,Account Access Issues,533
Nice,5,2024-12-26,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,Other,534
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9997933506965636,Other,535
አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,NEGATIVE,0.8616330027580261,Other,536
Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,POSITIVE,0.998815894126892,Other,537
Fine,5,2024-12-20,Bank of Abyssinia,Google Play,POSITIVE,0.9998335838317872,Other,538
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9954877495765686,Other,539
Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.9873360991477966,Other,540
The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.9840954542160034,Other,541
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9967040419578552,Other,542
Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,POSITIVE,0.9480117559432985,Other,543
Good,3,2024-12-16,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,544
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9888866543769836,Other,545
GOOD,5,2024-12-14,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,546
The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia,Google Play,NEGATIVE,0.999800741672516,Other,547
Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,NEGATIVE,0.999775230884552,Features,548
Very nice,5,2024-12-13,Bank of Abyssinia,Google Play,POSITIVE,0.9998563528060912,Other,549
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play,NEGATIVE,0.999800741672516,Other,550
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9997615218162536,Customer Support,551
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,POSITIVE,0.9543284177780152,Customer Support;Features,552
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9997000694274902,Features,553
Nice,5,2024-12-07,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,Other,554
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9941067695617676,Account Access Issues,555
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9996792078018188,Other,556
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9981752634048462,Other,557
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,POSITIVE,0.9926175475120544,Other,558
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play,NEGATIVE,0.999800145626068,Account Access Issues;Transaction Performance;Customer Support,559
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,POSITIVE,0.8064306974411011,Other,560
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,NEGATIVE,0.99979966878891,Other,561
exellent digital transaction of money,5,2024-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.994447946548462,Other,562
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,NEGATIVE,0.999749720096588,Features,563
Best,5,2024-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,Other,564
Great,5,2024-11-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998630285263062,Other,565
👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,566
Money,5,2024-11-24,Bank of Abyssinia,Google Play,POSITIVE,0.9659326076507568,Other,567
It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play,NEGATIVE,0.998616099357605,Other,568
Hey Google,5,2024-11-21,Bank of Abyssinia,Google Play,POSITIVE,0.9950044751167296,Other,569
Good app,5,2024-11-21,Bank of Abyssinia,Google Play,POSITIVE,0.9998493194580078,Other,570
ab,3,2024-11-20,Bank of Abyssinia,Google Play,POSITIVE,0.9603193998336792,Other,571
Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,POSITIVE,0.9930111765861512,Other,572
✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,573
Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play,POSITIVE,0.6488662958145142,Other,574
GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9337347149848938,Other,575
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9994460940361024,Other,576
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998595714569092,Other,577
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9998020529747008,Features,578
Very good,5,2024-11-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716676,Other,579
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,NEGATIVE,0.999756634235382,Other,580
❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,581
Oene,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.8278858661651611,Other,582
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9981314539909364,Other,583
it good,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998427629470824,Other,584
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9996472597122192,Other,585
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9964038133621216,Other,586
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9998034834861756,Customer Support,587
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9978061318397522,Other,588
Good,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,589
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9990527033805848,Other,590
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9878897070884703,Customer Support,591
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.999774158000946,Other,592
Wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.8910733461380005,Other,593
Infinx,5,2024-11-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9042560458183287,Other,594
Great service,5,2024-11-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198,Customer Support,595
👍,5,2024-11-11,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,596
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9997187256813048,Features,597
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,POSITIVE,0.8874823451042175,Other,598
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9998058676719666,Other,599
Nice,5,2024-11-06,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,Other,600
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9873653054237366,Other,601
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9997209906578064,Other,602
Okay,5,2024-11-03,Bank of Abyssinia,Google Play,POSITIVE,0.9997709393501282,Other,603
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,POSITIVE,0.9616296291351318,Other,604
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,NEGATIVE,0.993607759475708,Other,605
አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,NEGATIVE,0.7850591540336609,Other,606
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9962698221206664,Transaction Performance,607
Good,4,2024-10-25,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,608
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,POSITIVE,0.9989985823631288,Transaction Performance,609
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9989662170410156,Other,610
Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,POSITIVE,0.6924042701721191,Other,611
Good,5,2024-10-19,Bank of Abyssinia,Google Play,POSITIVE,0.999816119670868,Other,612
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia,Google Play,POSITIVE,0.9683735966682434,Transaction Performance;Customer Support,613
Very good,5,2024-10-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998520612716676,Other,614
ደደገነሐ,5,2024-10-15,Bank of Abyssinia,Google Play,NEGATIVE,0.6970566511154175,Other,615
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9995194673538208,Transaction Performance;Customer Support,616
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of Abyssinia,Google Play,NEGATIVE,0.999660849571228,Customer Support,617
Good App,4,2024-10-12,Bank of Abyssinia,Google Play,POSITIVE,0.9998493194580078,Other,618
Best app to me,5,2024-10-11,Bank of Abyssinia,Google Play,POSITIVE,0.997821807861328,Other,619
BOA,5,2024-10-11,Bank of Abyssinia,Google Play,NEGATIVE,0.74105304479599,Other,620
Abdulkadir,5,2024-10-11,Bank of Abyssinia,Google Play,POSITIVE,0.981449544429779,Other,621
Bad,1,2024-10-10,Bank of Abyssinia,Google Play,NEGATIVE,0.999782383441925,Other,622
If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9928192496299744,Other,623
Nise mobile bankig,4,2024-10-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9858755469322203,Other,624
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,Google Play,NEGATIVE,0.953279197216034,Transaction Performance;Features,625
Ok,5,2024-10-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997851252555848,Other,626
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,Google Play,NEGATIVE,0.999284327030182,Other,627
